prive_code	description	group	phenocode	description_more	coding	coding_description	pops	num_pops	pops_pass_qc	num_pops_pass_qc	n_cases_full_cohort_both_sexes	n_cases_full_cohort_females	n_cases_full_cohort_males	n_cases_hq_cohort_both_sexes	n_cases_hq_cohort_females	n_cases_hq_cohort_males	n_cases_AFR	n_cases_AMR	n_cases_CSA	n_cases_EAS	n_cases_EUR	n_cases_MID	n_controls_AFR	n_controls_AMR	n_controls_CSA	n_controls_EAS	n_controls_EUR	n_controls_MID	filename	aws_link	wget	size_in_bytes	description_panUKB	proxy_GWAS	short_label	use_in_analysis	N	N_case	N_control	ldsc_int	ldsc_int_se	ldsc_h2	ldsc_h2_se	ldpred2_n_keep	ldpred2_h2	ldpred2_p	PGS_trait_type	GWAS_trait_type	prevalence	N_total	group_consolidated	Nsize_Caribbean	Nsize_China	Nsize_India	Nsize_Iran	Nsize_Italy	Nsize_Nigeria	Nsize_Poland	Nsize_United	pcor_Caribbean	pcor_China	pcor_India	pcor_Iran	pcor_Italy	pcor_Nigeria	pcor_Poland	pcor_United	inf_Caribbean	inf_China	inf_India	inf_Iran	inf_Italy	inf_Nigeria	inf_Poland	inf_United	sup_Caribbean	sup_China	sup_India	sup_Iran	sup_Italy	sup_Nigeria	sup_Poland	sup_United	cMperMb	n_sig_SNPs	gini_panUKB	beta_pop	gini_meta	gini_AFR	gini_CSA	gini_EUR	gini_AMR	gini_EAS	gini_meta_hq	portability_index	portability_index_SE	portability_index_P	log_F	traitLD_unadj_EUR	traitLD_adj_EUR	traitLD_unadj_AFR	traitLD_adj_AFR	traitLD_unadj_AMR	traitLD_adj_AMR	traitLD_unadj_CSA	traitLD_adj_CSA	traitLD_unadj_EAS	traitLD_adj_EAS	traitLD_unadj_mean	traitLD_unadj_sd	traitLD_unadj_max	traitLD_unadj_min	traitLD_unadj_range	traitLD_unadj_ratio	traitLD_unadj_CoV
height	Standing height	physical measures	50	Standing height was measured using a Seca 202 device		""	AFR,AMR,CSA,EAS,EUR	5	AFR,CSA,EUR	3	438478	237363	201115	434809	234953	199856	6556	972	8657	2697	419596								continuous-50-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-50-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-50-both_sexes-irnt.tsv.bgz	2125339527	Standing height	FALSE	Height	TRUE	390250			1.37	0.0327	0.452	0.0181	30	0.546	0.0226	quantitative	quantitative		390250	physical measures	2450	1801	6152	1180	6633	3863	4126	19953	0.3454	0.4504	0.4923	0.5167	0.5938	0.2731	0.6098	0.6344	0.3099	0.4125	0.4731	0.4732	0.578	0.2436	0.5902	0.626	0.3799	0.4866	0.511	0.5576	0.6092	0.3021	0.6286	0.6426		39037	0.249054240647171	meta2use_WC	0.248796348025787	0.297003456997834	0.266571611568496	0.245826516545862	0.287022668241731	0.322604230460704	0.249054240647171	-0.00118697945783485	8.72455966824788e-05	2.7271163804243e-06	1.61806465073837	343.630734886143	0.430508950072407	186.6075346143	0.158715930466662	259.895963252192	0.297036840385066	239.892125300797	0.31323874262599	234.212781183688	0.171083639093323	252.847827847424	57.4327956470237	343.630734886143	186.6075346143	157.023200271843	1.84146227319489	0.227143717768778
immature_reticulocyte_frac	Immature reticulocyte fraction	biological measures	30280	"Result of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Immature Reticulocytes Fraction"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Immature Reticulocytes Fraction (Percentage) is an indication of new reticulocyte synthesis and is calculated from the reticulocytes (Percentage) as the total number of reticulocyte events in the outermost light scattering region, corresponding to immature reticulocytes, relative to the total number of reticulocytes and is reported as this ratio."		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	420792	226908	193882	409659	220392	189267	6107	926	8315	2582	401344	1518							continuous-30280-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30280-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30280-both_sexes-irnt.tsv.bgz	2377972718	Immature reticulocyte fraction	FALSE	Immature reticulocyte fraction	TRUE	373217			1.06	0.0157	0.144	0.0112	29	0.146	0.0045	quantitative	quantitative		373217	biological measures	2294	1722	5937	1127	6298	3602	3924	19121	0.1811	0.2154	0.2631	0.2696	0.3224	0.1665	0.3213	0.3146	0.141	0.1696	0.2392	0.214	0.3	0.1345	0.2928	0.3017	0.2205	0.2602	0.2867	0.3234	0.3444	0.1982	0.3491	0.3273		5308	0.407274924353171	meta2use_WC	0.406198754993716	0.427033034841822	0.413725697706446	0.392259862772036	0.387204226841179	0.423850797085337	0.407274924353171	-0.00104892213038161	7.31007143583202e-05	1.90036036256143e-06	2.5532140558937	157.297457181659	-0.0571777667407706	203.779579995022	0.536751499361937	158.461417499169	-0.186625262419553	146.82168846423	-0.0793985218677677	178.104093914106	-0.199117588186797	168.892847410837	22.5407133558356	203.779579995022	146.82168846423	56.957891530792	1.387939221559	0.133461621977422
income	Average total household income before tax	lifestyle and environment	738	"ACE touchscreen question """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""What is the average total income before tax received by your HOUSEHOLD?"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" If the participant activated the Help button they were shown the message:     If you are unsure of annual household income here are the weekly and monthly equivalents:  Annual    Monthly   Weekly  less than &pound;18,000  less than &pound;1,500  less than &pound;346 &pound;18,000 to &pound;29,999  &pound;1,500 to &pound;2,499  &pound;346 to &pound;576 &pound;30,000 to &pound;51,999  &pound;2,500 to &pound;4,333  &pound;577 to &pound;999 &pound;52,000 to &pound;100,000  &pound;4,334 to &pound;8,333  &pound;1000 to &pound;1,923 greater than &pound;100,000  greater than &pound;8,333  greater than &pound;1,923       ~F738~ was collected from participants except those who indicated they were living in a sheltered accommodation or in a care home as defined by their answers to ~F670~"		""	AFR,CSA,EAS,EUR,MID	5	CSA,EUR	2	376352	196124	180217	368131	191439	176682	4982		6444	2060	361687	1179							continuous-738-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-738-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-738-both_sexes.tsv.bgz	2188462230	Average total household income before tax	FALSE	Household income	TRUE	336645			1.06	0.0111	0.0875	0.00364	23	0.0979	0.14	quantitative	quantitative		336645	lifestyle/psychological	1874	1404	4548	809	5619	2881	3467	17147	-0.0034	0.0367	0.0826	0.0857	0.1334	0.0395	0.0935	0.1409	-0.0489	-0.016	0.0536	0.016	0.1076	0.0028	0.0603	0.1262	0.0422	0.0892	0.1114	0.1546	0.159	0.076	0.1265	0.1556		1571	0.272684100233394	meta2use_WC	0.272166778792261	0.639368814136608	0.445664197872649	0.274624851053231	0.399534546654578	0.498358523934992	0.272684100233394	-0.00222152240488705	0.00022481213830417	2.31392276522236e-05	2.65927386814078	333.960626861248	0.361233327846287	155.564048053884	0.382462755708897	292.857950039084	0.260056948471095	229.217272030768	0.258541892905394	220.377861206946	0.181708160560284	246.395551638386	69.0086451341713	333.960626861248	155.564048053884	178.396578807365	2.14677254185088	0.280072609571497
insomnia	Sleeplessness / insomnia	lifestyle and environment	1200	"ACE touchscreen question """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Do you have trouble falling asleep at night or do you wake up in the middle of the night?"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" If the participant activated the Help button they were shown the message:     If this varies a lot, answer this question in relation to the last 4 weeks."		""	AFR,AMR,CSA,EAS,EUR,MID	6	""	0	440422	238202	202207				6557	962	8667	2654	420013	1569							continuous-1200-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1200-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1200-both_sexes.tsv.bgz	2079770474	Sleeplessness / insomnia	FALSE	Insomnia	TRUE	390618			1.01	0.0101	0.0661	0.00277	23	0.0671	0.0335	quantitative	quantitative		390618	lifestyle/psychological	2460	1788	6199	1153	6626	3863	4116	19978	0.0475	0.0473	0.0768	0.0776	0.1093	0.033	0.1003	0.1248	0.0078	7e-04	0.052	0.0195	0.0854	0.0013	0.0699	0.1111	0.087	0.0938	0.1015	0.1353	0.133	0.0645	0.1305	0.1384		649	0.588044720739744	meta2use_WC	0.588044720739744	0.826004781847697	0.629027293113129	0.600530383369709	0.606589288470046	0.698637079853631		-0.00181508480490745	0.000137757083732954	3.38737479269965e-06	2.29544556148915	191.730872782239	0.164143732997201	85.8800112277361	0.0439161241194662	169.072964563085	0.0379247761852761	168.370706430812	0.164145903548995	162.563384005562	0.039148388321529	155.523587801887	40.495024515241	191.730872782239	85.8800112277361	105.850861554503	2.23254363898263	0.260378667233587
LDL	LDL direct	biological measures	30780	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	419831	226901	192930	408627	220316	188311	6200	938	8404	2568	400223	1498							biomarkers-30780-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30780-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30780-both_sexes-irnt.tsv.bgz	2378066777	LDL direct	FALSE	LDL	TRUE	372265			1.05	0.0189	0.115	0.0207	29	0.124	0.00142	quantitative	quantitative		372265	biological measures	2338	1716	5987	1122	6312	3651	3946	18968	0.2864	0.2593	0.2086	0.297	0.3177	0.2203	0.3496	0.3331	0.2486	0.2144	0.1842	0.2422	0.2953	0.1891	0.3219	0.3204	0.3234	0.3032	0.2327	0.3499	0.3397	0.251	0.3768	0.3457		3722	0.567252693544395	meta2use_WC	0.5662073550268	0.701701759863384	0.564867661438727	0.567991130407452	0.569970281794238	0.603526770268751	0.567252693544395	-0.000706077410523982	0.000170842677191331	0.0043879569664453	2.75663596310248	102.365401516228	-0.447099279851047	90.0388909106441	-0.621279780695599	107.225725837104	-0.703114350253792	94.9154937227521	-0.713628714535909	104.371536774755	-0.886553278731693	99.7834097522968	7.10207564158946	107.225725837104	90.0388909106441	17.1868349264604	1.19088234820126	0.0711749143391643
less_alcohol	Alcohol intake frequency	lifestyle and environment	1558	"ACE touchscreen question """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""About how often do you drink alcohol?"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" If the participant activated the Help button they were shown the message:     If this varies a lot, please provide an average considering your intake over the last year"		""	AFR,CSA,EAS,EUR	4	AFR,CSA,EUR	3	437890	236848	201030	435232	235091	200129	6547		8677	2658	420008								continuous-1558-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1558-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1558-both_sexes.tsv.bgz	1921937895	Alcohol intake frequency.	TRUE	Alcohol frequency	TRUE	390606			1.02	0.0111	0.0868	0.00355	24	0.0897	0.0326	quantitative	quantitative		390606	lifestyle/psychological	2460	1789	6209	1161	6635	3855	4117	19981	0.0359	0.0888	0.054	0.045	0.1603	0.0086	0.155	0.1546	-0.0038	0.0424	0.0291	-0.0131	0.1367	-0.023	0.125	0.1411	0.0755	0.1348	0.0788	0.1028	0.1837	0.0403	0.1847	0.1681		1609	0.939130548025038	meta2use_WC	0.939130548025038	0.695465586523653	0.602577945043292	0.347976286866449	0.644097588188658	0.933531904909751		-0.00208764542225309	0.000378756119267369	0.000895242012023672	1.82982110628377	191.85257971821	0.208287278745469	83.47573430862	0.18727190198181	184.773944311151	0.371099012174258	122.681447860753	0.297095475869446	225.418677348062	0.826174950914532	161.640476709359	57.3217241794322	225.418677348062	83.47573430862	141.942943039442	2.70040963658566	0.354624815184755
less_happy_with_health	General happiness with own health	lifestyle and environment	20459	"Question asked: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""In general how happy are you with your HEALTH?"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""		""	AFR,AMR,CSA,EAS,EUR,MID	6	""	0	139237	78255	60979				935	252	1176	589	136006	279							continuous-20459-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20459-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20459-both_sexes.tsv.bgz	1975720628	General happiness with own health	FALSE	Health happinness	TRUE	126718			0.999	0.00854	0.0829	0.00603	22	0.0806	0.0256	quantitative	quantitative		126718	lifestyle/psychological	374	423	815	199	2257	511	1246	6445	0.0167	-0.0063	0.0029	-0.0096	0.0562	0.0279	0.0746	0.064	-0.0877	-0.1039	-0.0667	-0.156	0.0148	-0.0607	0.0187	0.0396	0.1207	0.0915	0.0724	0.1373	0.0975	0.1161	0.1301	0.0883		228	0.957541048283036	meta2use_WC	0.957541048283036	0.950458155702198	0.940823552294959	0.867793328535642	0.933764098991482	0.982741124617767		-0.00240596203667123	0.00067743374164442	0.00932394808883892	2.33654513337726	161.509179911619	-0.216959845329681	95.9206543838006	-0.0640547350531632	204.946002312275	0.142468602782119	78.5082228582033	-0.094794228422144	51.4154146798558	-0.256540061581633	118.459894829151	63.1114163707939	204.946002312275	51.4154146798558	153.53058763242	3.98608089788628	0.532766101656739
less_happy	General happiness	lifestyle and environment	20458	"Question asked: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""In general how happy are you?"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""		""	AFR,AMR,CSA,EAS,EUR	5	""	0	138830	77975	60852				922	251	1166	587	135629								continuous-20458-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20458-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20458-both_sexes.tsv.bgz	1771926902	General happiness	FALSE	General happiness	TRUE	126356			1	0.00727	0.0673	0.00498	20	0.0679	0.0156	quantitative	quantitative		126356	lifestyle/psychological	368	424	809	199	2243	503	1241	6429	-0.0999	0.0412	0.005	-0.1188	0.0421	0.0139	0.0305	0.0697	-0.2029	-0.0566	-0.0648	-0.2609	5e-04	-0.0754	-0.0257	0.0453	0.0053	0.1382	0.0748	0.0284	0.0835	0.103	0.0864	0.094		266	0.943102101031637	meta2use_WC	0.943102101031637	0.95251956262918	0.932847001729891	0.887604880432652	0.913002829490414	0.974448947260462		-0.00388433919893474	0.00154700857244492	0.0403454830626456	2.52670034646392	193.329236637095	0.0936728738018211	66.9176086239534	0.0271131214634646	147.126157115621	-0.0211236486047484	108.150610031611	0.650809466531787	83.7673451408428	-0.594206606705088	119.858191509825	50.9506093986288	193.329236637095	66.9176086239534	126.411628013142	2.88906373991213	0.425090757309253
less_tanned	Ease of skin tanning	physical measures	1727	"ACE touchscreen question """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""What would happen to your skin if it was repeatedly exposed to bright sunlight without any protection?""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""   This question was dropped from the touchscreen protocol on 24/10/2016."		""	AFR,AMR,CSA,EAS,EUR,MID	6	""	0	428717	231430	197286				4689	944	7502	2440	411779	1363							continuous-1727-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1727-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1727-both_sexes.tsv.bgz	2080312445	Ease of skin tanning	FALSE	Skin tanning	TRUE	382978			1.05	0.0127	0.175	0.0568	30	0.176	0.000891	quantitative	quantitative		382978	physical measures	2004	1651	5414	996	6490	2347	3995	19578	-0.0432	-0.0042	0.0218	0.0834	0.3092	-0.0234	0.3298	0.4089	-0.0871	-0.0527	-0.0049	0.0207	0.287	-0.064	0.3018	0.3972	8e-04	0.0443	0.0484	0.1454	0.3311	0.0172	0.3572	0.4205		5070	0.539696837480124	meta2use_WC	0.539696837480124	0.537101290581071	0.504727692153279	0.549085894680527	0.501219491765243	0.579946725114425		-0.00303682927414201	0.000397278843057199	0.000121743390228067	3.7214513396071	142.167425910065	0.251112072799216	99.332353312529	-0.158719019386746	125.464431840501	-0.0905149405352864	90.8381534085007	-0.264127971425293	119.153177189614	-0.292085692697808	115.391108332242	20.5750297684386	142.167425910065	90.8381534085007	51.3292725015647	1.56506292318313	0.178306890936497
log_age_first_sex	Age first had sexual intercourse	lifestyle and environment	2139	"ACE touchscreen question """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""What was your age when you first had sexual intercourse? (Sexual intercourse includes vaginal, oral or anal intercourse)"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer    If the participant activated the Help button they were shown the message:     Sexual intercourse includes vaginal, oral or anal intercourse. If you are unsure, please provide an estimate or select Do not know."		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	383967	206487	177469	375489	201598	173881	4825	832	5424	1711	370065	1110							continuous-2139-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2139-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2139-both_sexes-irnt.tsv.bgz	2360474818	Age first had sexual intercourse	FALSE	First sex age	TRUE	342706			1.02	0.0122	0.155	0.00461	25	0.158	0.0435	quantitative	quantitative		342706	lifestyle/psychological	1805	1127	3788	781	5704	2741	3425	17510	0.0537	0.0776	0.1471	0.0725	0.162	0.0705	0.1979	0.2244	0.0073	0.0188	0.1157	0.0014	0.1366	0.033	0.1654	0.2103	0.0999	0.1359	0.1782	0.1428	0.1872	0.1078	0.2299	0.2384		3216	0.186952803234724	meta2use_WC	0.189009268381395	0.462805177454968	0.322606639647317	0.173306048692778	0.334655140810059	0.50852491696093	0.186952803234724	-0.0019680338504764	0.000284974618054095	0.000230086147109793	2.76454422468983	245.037565010749	0.479745577287629	131.489407340642	0.223632457082807	220.902745259444	0.439463804800578	186.650206191171	0.304320006927628	178.423082781524	0.272391322618185	192.500601316706	43.3635324217003	245.037565010749	131.489407340642	113.548157670107	1.8635536501883	0.225264399825732
log_ALP	Alkaline phosphatase	biological measures	30610	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	420633	227294	193339	409410	220701	188709	6216	938	8422	2572	400988	1497							biomarkers-30610-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30610-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30610-both_sexes-irnt.tsv.bgz	2378563500	Alkaline phosphatase	FALSE	Alkaline phosphatase	TRUE	372982			1.12	0.0211	0.243	0.0478	29	0.194	0.0154	quantitative	quantitative		372982	biological measures	2344	1717	6001	1123	6325	3658	3950	19005	0.2669	0.33	0.4021	0.3913	0.4241	0.22	0.425	0.4599	0.2287	0.2869	0.3806	0.3401	0.4036	0.1888	0.399	0.4486	0.3042	0.3717	0.4231	0.4401	0.4441	0.2507	0.4503	0.4711		11331	0.467725105115398	meta2use_WC	0.454286621250098	0.73115910031314	0.489884235640317	0.469769676893188	0.477499638487809	0.506031654789181	0.467725105115398	-0.00107871227269982	6.85257930303005e-05	1.0110328973494e-06	1.88282651435947	107.071088700621	-0.267675343828146	67.0579405644991	-0.155319741858503	108.512666156249	-0.364822856267081	97.7923909071724	-0.340908762133586	101.918942636695	-0.502881932455535	96.4706057930474	16.9846829655515	108.512666156249	67.0579405644991	41.45472559175	1.61819264419367	0.176060706014304
log_ALT	Alanine aminotransferase	biological measures	30620	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR,MID	4	420449	227255	193194	416942	224948	191994	6214	937	8407	2570	400822	1499							biomarkers-30620-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30620-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30620-both_sexes-irnt.tsv.bgz	2338720790	Alanine aminotransferase	FALSE	Alanine aminotransferase	TRUE	372830			1.05	0.0135	0.124	0.00716	28	0.118	0.00662	quantitative	quantitative		372830	biological measures	2345	1716	5992	1123	6321	3656	3950	18995	0.1008	0.1841	0.2205	0.1871	0.2248	0.1054	0.2328	0.2633	0.0604	0.1377	0.1963	0.1295	0.2012	0.0731	0.203	0.25	0.1409	0.2297	0.2445	0.2435	0.2481	0.1374	0.2622	0.2765		4035	0.474818452480109	meta2use_WC	0.474533061744746	0.63230924576055	0.360489096679673	0.390728504021057	0.383988287425712	0.411739092269976	0.474818452480109	-0.00136935082836358	0.000144281381619939	3.01611103865827e-05	2.61731093152105	248.912363291899	0.124179631165372	144.140639616228	0.644693606987595	211.081856216423	0.32679330946756	250.994941444997	0.307223171247189	218.172112711458	0.077462758004152	214.660382656201	43.276929759774	250.994941444997	144.140639616228	106.854301828769	1.74131974239372	0.201606506166935
log_AST	Aspartate aminotransferase	biological measures	30650	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	419034	226472	192562	409370	220556	188814	6180	933	8395	2551	399482	1493							biomarkers-30650-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30650-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30650-both_sexes-irnt.tsv.bgz	2388835653	Aspartate aminotransferase	FALSE	Aspartate aminotransferase	TRUE	371602			1.06	0.0162	0.115	0.00826	28	0.116	0.00537	quantitative	quantitative		371602	biological measures	2330	1703	5980	1124	6307	3640	3933	18929	0.1077	0.1846	0.2288	0.2157	0.2543	0.0657	0.2451	0.2685	0.0672	0.138	0.2046	0.1587	0.231	0.0332	0.2154	0.2552	0.1478	0.2303	0.2527	0.2713	0.2773	0.098	0.2743	0.2816		5476	0.470977439014921	meta2use_WC	0.470977439014921	0.5073395953894	0.386612695550214	0.42930060659575	0.536053724429669	0.475611768129554		-0.00146130648725766	0.000140139995246291	1.6224395573265e-05	1.70314310287715	676.024136077592	0.868873589867649	312.439260957636	0.740940072993729	466.403686782826	0.787410164349946	465.871125866616	0.671315947795527	372.557598493602	0.542971983459636	458.659161635654	137.979401308458	676.024136077592	312.439260957636	363.584875119956	2.16369778242836	0.300832105514694
log_bilirubin	Total bilirubin	biological measures	30840	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	""	0	418830	226323	192507				6176	933	8395	2549	399286	1491							biomarkers-30840-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30840-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30840-both_sexes-irnt.tsv.bgz	2084215015	Total bilirubin	FALSE	Bilirubin	TRUE	371423			1.04	0.0167	0.452	0.318	30	0.361	0.000481	quantitative	quantitative		371423	biological measures	2326	1702	5983	1120	6303	3640	3930	18919	0.5368	0.4145	0.5812	0.5648	0.6087	0.5462	0.6191	0.6051	0.5071	0.3742	0.5641	0.5231	0.5929	0.5229	0.5993	0.596	0.5653	0.4534	0.5977	0.6037	0.624	0.5686	0.638	0.6141		6827	0.392415345744147	meta2use_WC	0.392415345744147	0.344982658354127	0.697902192308091	0.681746809869381	0.639089754021572	0.766730352371414		-0.000423857374583109	0.000110438912021812	0.00639163647452058	2.08233942834329	69.8634844901645	-0.216375212674485	69.6621201151011	0.0789935769556232	75.0686516517042	-0.604767594832317	70.2024481061588	-0.30832853198902	99.5080921879582	-0.358211746760013	76.8609593102174	12.857183842057	99.5080921879582	69.6621201151011	29.8459720728571	1.42843904296256	0.167278472158594
log_BMI	Body mass index (BMI)	physical measures	21001	BMI value here is constructed from height and weight measured during the initial Assessment Centre visit. Value is not present if either of these readings were omitted.		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	439590	237771	201805	429381	231508	197859	6545	971	8646	2693	419163	1572							continuous-21001-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-21001-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-21001-both_sexes-irnt.tsv.bgz	2392341283	Body mass index (BMI)	FALSE	BMI	TRUE	389838			1.06	0.0162	0.252	0.00698	27	0.263	0.0428	quantitative	quantitative		389838	physical measures	2444	1799	6145	1178	6622	3859	4124	19937	0.1973	0.2501	0.3048	0.3001	0.3557	0.1571	0.3628	0.3698	0.1587	0.206	0.2819	0.2468	0.3345	0.1261	0.336	0.3577	0.2352	0.2931	0.3274	0.3517	0.3766	0.1878	0.3891	0.3817		8645	0.281534588788307	meta2use_WC	0.281456172629311	0.370509004947717	0.243358480458415	0.224836804685308	0.29430027927171	0.303078830881922	0.281534588788307	-0.00120516698805412	7.68411431860354e-05	1.03675931543781e-06	2.80393025836095	228.913677609453	0.306074383267171	140.922478051348	0.250474373757043	196.704923016156	0.214580120206635	178.971296647702	0.214982778474321	171.598628145233	0.0509828500189135	183.422200693978	32.4489561603461	228.913677609453	140.922478051348	87.9911995581042	1.62439435336954	0.176908553258959
log_creatinine_urine	Creatinine (enzymatic) in urine	biological measures	30510	Measured by enzymatic analysis on a Beckman Coulter AU5400.		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	428416	230997	197405	416954	224280	192662	6378	938	8469	2621	408485	1525							continuous-30510-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30510-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30510-both_sexes-irnt.tsv.bgz	2378413218	Creatinine (enzymatic) in urine	FALSE	Creatinine (urine)	TRUE	379919			0.989	0.00888	0.0709	0.00284	24	0.0675	0.0269	quantitative	quantitative		379919	biological measures	2383	1745	6031	1149	6444	3774	3973	19406	0.0311	0.0405	0.1093	0.1276	0.1194	0.0307	0.1192	0.1184	-0.0093	-0.0067	0.0843	0.0698	0.0952	-0.0013	0.0884	0.1045	0.0713	0.0875	0.1342	0.1846	0.1434	0.0626	0.1498	0.1323		1115	0.567407994768413	meta2use_WC	0.502544550536757	0.709044296862685	0.60603152930116	0.564668362607288	0.465218860357638	0.672600627398785	0.567407994768413	-0.00170594365458847	0.000197389287531869	5.54804538104612e-05	2.99229168114868	212.756452299304	0.150994139816181	207.659111435222	1.06291482134124	182.656201345061	0.176711642389378	168.132818834445	0.10249097917127	180.659846317318	0.0760064194093822	190.37288604627	19.0285875693793	212.756452299304	168.132818834445	44.6236334648588	1.26540703816307	0.0999542947768017
